Indicator,Health Indicator Group,geo,year
Upazila EPI PCV need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Pentavalent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Safety Box need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Supervision Form need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Syringe (0.05 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Syringe (0.1 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Syringe (0.5 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Syringe (5 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Syringe(2/3ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI TT Card need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI TT need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Tally Book(Women) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Tally Book(child) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Women Report Book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI Women register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI batch card need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI daily vaccine distribution register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI stock register for logistic need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI stock register for vaccine/diluent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI supply book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI temperature chart need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazila EPI zip lock bag need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI AEFI Form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI AEFI Investigation form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI AEFI form E36 - E39 stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI AEFI line listing form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI BCG diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI BCG stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI CC supply book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Child Card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Child Report Book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Child register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI FW product distribution register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI IPV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI MR diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI MR stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Moni flag stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI OPV dropper stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI OPV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI PCV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Safety Box stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Supervision Form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Syringe (0.05 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Syringe (0.1 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Syringe (0.5 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Syringe (5 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Syringe(2/3ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI TT Card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI TT stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Tally Book(Women) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Tally Book(child) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Women Report Book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI Women register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI batch card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI daily vaccine distribution register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI pentavalent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI stock register for logistic stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI stock register for vaccine/diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI supply book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI temperature chart stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
Upazilla EPI zip lock bag stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_AEFI Form closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_AEFI Investigation form closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_AEFI form E36 - E39 closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_AEFI line listing form closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_BCG Diluent closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_BCG closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Child Card closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Child Report Book closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Child register closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_IPV closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_MR Diluent closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_MR closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Moni Flag closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_OPV closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_OPV dropper closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_PCV closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Pentavalent closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Safety Box closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Supervision Form closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Syringe (0.05 ml) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Syringe (0.1 ml) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Syringe (0.5 ml) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Syringe (3 ml) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Syringe (5 ml) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_TT Card closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_TT closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Tally Book (Women) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Tally Book (child) closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Women Report Book closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_Women register closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_batch card closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_cc EPI supply book closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_daily vaccine distribution closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_fw product distribution closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_stock register for logistic closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_stock register for vaccine/diluent closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_supply book closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_temperature chart closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
upazilla_epi_zip lock bag closing balance,07Vaccine&LogisticsstockofUpazilaMunCC,District,2011
District EPI AEFI Form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI AEFI Investigation need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI AEFI line listing form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI BCG diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI BCG diluent stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI BCG need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI BCG stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI CC supply book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Child Card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Child Report Book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Child register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI FW product distribution register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI IPV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI IPV stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI MR diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI MR diluent stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI MR need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI MR stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Moni Flag requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Moni flag need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI OPV dropper need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI OPV dropper stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI OPV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI OPV stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI PCV need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI PCV stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Pentavalent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Safety Box need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Safety box requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Supervision Form need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.05 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.05 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.1 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.1 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.5 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (0.5 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (5 ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe (5 ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe(2/3ml) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Syringe(2/3ml) stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI TT Card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI TT need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI TT stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Tally Book(Women) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Tally Book(child) need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Women Report Book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI Women register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI batch card need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI batch card requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI daily vaccine distribution register need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI pentavalent stock requested,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI stock register for logistic need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI stock register for vaccine/diluent need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI supply book need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI temperature chart need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG Diluent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total BCG supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total IPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total IPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total IPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR Diluent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total MR supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total OPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total OPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total OPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total PCV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total PCV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total PCV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total Pentavalent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total Pentavalent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total Pentavalent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total TT supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total TT supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI total TT supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2011
District EPI zip lock bag need with buffer,06Vaccine&LogisticsstockofDistrict,District,2011
District FW product distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2011
District Supervision Form requested,06Vaccine&LogisticsstockofDistrict,District,2011
District TT Card requested,06Vaccine&LogisticsstockofDistrict,District,2011
District Tally Book(Women) requested,06Vaccine&LogisticsstockofDistrict,District,2011
District Tally Book(child) requested,06Vaccine&LogisticsstockofDistrict,District,2011
District Women Report Book requested,06Vaccine&LogisticsstockofDistrict,District,2011
District Women register requested,06Vaccine&LogisticsstockofDistrict,District,2011
District daily vaccine distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2011
District stock register for logistic requested,06Vaccine&LogisticsstockofDistrict,District,2011
District stock register for vaccine/diluent requested,06Vaccine&LogisticsstockofDistrict,District,2011
